
1e-07	1e-07	5e-06	0.0020173259528395507
6e-05	8.8000000000003e-05	5e-06	0.001254352422567119
0.00011	0.0005680000000000025	5e-06	0.00193857335859819
0.00017	-0.0001819999999999964	5e-06	0.0004626733909213571
0.00022	-0.0012819999999999967	5e-06	0.0010500000000000006
0.00028	-0.0003986666666666635	5e-06	0.0005741273571449307
0.00033	-0.002001999999999997	5e-06	0.00145
0.00039	0.0006246666666666692	5e-06	0.0020958742540736763
0.00044	0.000728000000000003	5e-06	0.00016000000000000042
0.0005	-0.0008786666666666613	5e-06	0.0011482547142898601
0.00056	-0.002491999999999996	5e-06	1e-07
0.00061	-0.0007969999999999956	5e-06	0.001045
0.00067	0.0002480000000000034	5e-06	0.001462805523642839
0.00072	0.0006530000000000025	5e-06	0.0021750000000000003
0.00078	0.000813000000000003	5e-06	0.000725
0.00083	0.0012146666666666694	5e-06	0.0009185616776001249
0.00089	8.300000000000321e-05	5e-06	0.0008050000000000002
0.00094	8.8000000000003e-05	5e-06	0.0035584921900527846
0.001	-0.0009619999999999976	5e-06	0.00023999999999999976
0.00106	0.0016446666666666693	5e-06	0.0018162293051508917
0.00111	0.0006480000000000027	5e-06	0.0013699999999999997
0.00117	-0.00033866666666666247	5e-06	7.542472332656527e-05
0.00122	0.0009480000000000044	5e-06	0.0011203570859328737
0.00128	-0.0012019999999999965	5e-06	0.0004799999999999995
0.00133	0.001858000000000002	5e-06	0.0019300000000000003
0.00139	0.0010546666666666708	5e-06	0.00120624301955378
0.00144	-7.199999999999568e-05	5e-06	0.0004800000000000004
0.0015	0.0003280000000000019	5e-06	0.0010499999999999997
0.00156	0.00019466666666666937	5e-06	0.0022986566125070148
0.00161	0.0006530000000000043	5e-06	0.0005650000000000004
0.00167	0.0006246666666666692	5e-06	0.001073354037067402
0.00172	0.0012930000000000025	5e-06	0.0005650000000000004
0.00178	-0.0010919999999999958	5e-06	0.0016973115997561163
0.00183	-0.0008769999999999958	5e-06	0.002575
0.00189	0.0006246666666666709	5e-06	0.0007462052145504088
0.00194	-0.0006369999999999969	5e-06	0.000725
0.002	-0.0015253333333333317	5e-06	0.0018412012986694915
0.00206	-0.00109533333333333	5e-06	0.00041994708661396274
0.00211	-0.002086999999999997	5e-06	0.000725
0.00217	-0.0002319999999999961	5e-06	0.001592000837520718
0.00222	-0.001121999999999998	5e-06	0.0012100000000000001
0.00228	-0.002486999999999996	5e-06	0.0004850000000000002
